,all_intra,intra_dmax,all_inter,inter_dmin_nn
126,,,0.15742397137745975,
127,,,0.09513274336283185,
128,,,0.14311270125223613,
129,,,0.09302325581395349,
130,,,0.17889087656529518,
131,,,0.12432432432432433,
132,,,0.13595706618962433,
133,,,0.10554561717352415,
134,,,0.11091234347048301,
135,,,0.148479427549195,
136,,,0.15742397137745975,
137,,,0.148479427549195,
138,,,0.148479427549195,
139,,,0.14311270125223613,
140,,,0.15384615384615385,
141,,,0.15742397137745975,
142,,,0.1413237924865832,
143,,,0.13595706618962433,
144,,,0.11293260473588343,
145,,,0.13237924865831843,
146,,,0.13237924865831843,
147,,,0.10572687224669604,
148,,,0.13555992141453832,
149,,,0.14311270125223613,
150,,,0.14640198511166252,
151,,,0.14669051878354203,
152,,,0.1037567084078712,
153,,,0.12880143112701253,
154,,,0.1307901907356948,
155,,,0.13215859030837004,
156,,,0.14356435643564355,
157,,,0.1299559471365639,
158,,,0.11091234347048301,
159,,,0.12376237623762376,
160,,,0.11985688729874776,
161,,,0.11627906976744186,
162,,,0.13595706618962433,
163,,,0.1520572450805009,
164,,,0.14669051878354203,
165,,,0.13059033989266547,
166,,,0.14311270125223613,
167,,,0.11985688729874776,
168,,,0.1252236135957066,
169,,,0.09292035398230089,
170,,,0.12343470483005367,
171,,,0.11270125223613596,
172,,,0.148479427549195,
173,,,0.0918918918918919,
174,,,0.16279069767441862,
175,,,0.11926605504587157,
176,,,0.10091743119266056,
177,,,0.10091743119266056,
178,,,0.09660107334525939,
179,,,0.10256410256410256,
180,,,0.11926605504587157,
181,,,0.15902140672782875,
182,,,0.1529051987767584,
183,,,0.12750455373406194,
184,,,0.13953488372093023,
185,,,0.13953488372093023,
186,,,0.14317180616740088,
187,,,0.1650294695481336,
188,,,0.15066225165562913,
189,,,0.16129032258064516,
190,,,0.1452599388379205,
191,,,0.1592920353982301,
192,,,0.16055045871559634,
193,,,0.14713896457765668,
194,,,0.14977973568281938,
195,,,0.15594059405940594,
196,,,0.16299559471365638,
197,,,0.168141592920354,
198,,,0.1311881188118812,
199,,,0.11162079510703364,
200,,,0.13608562691131498,
201,,,0.10091743119266056,
202,,,0.12844036697247707,
203,,,0.14220183486238533,
204,,,0.13149847094801223,
205,,,0.09327217125382263,
206,,,0.13543307086614173,
207,,,0.143317230273752,
208,,,0.10398230088495575,
209,,,0.11926605504587157,
210,,,0.13608562691131498,
211,,,0.1437308868501529,
212,,,0.12972972972972974,
213,,,0.13774597495527727,
214,,,0.1256637168141593,
215,,,0.10973451327433628,
216,,,0.10973451327433628,
217,,,0.07871198568872988,
218,,,0.10256410256410256,
219,,,0.1256637168141593,
220,,,0.1592920353982301,
221,,,0.15221238938053097,
222,,,0.10564663023679417,
223,,,0.11627906976744186,
224,,,0.11627906976744186,
225,,,0.14757709251101322,
226,,,0.12966601178781925,
227,,,0.1433628318584071,
228,,,0.1588089330024814,
229,,,0.1486725663716814,
230,,,0.16106194690265488,
231,,,0.1592920353982301,
232,,,0.14713896457765668,
233,,,0.15198237885462554,
234,,,0.15841584158415842,
235,,,0.16519823788546256,
236,,,0.16991150442477876,
237,,,0.13366336633663367,
238,,,0.11504424778761062,
239,,,0.13451327433628318,
240,,,0.10442477876106195,
241,,,0.13274336283185842,
242,,,0.1415929203539823,
243,,,0.13451327433628318,
244,,,0.09734513274336283,
245,,,0.13805309734513274,
246,,,0.13982300884955753,
247,,,0.09070796460176991,
248,,,0.11858407079646018,
249,,,0.13628318584070798,
250,,,0.1433628318584071,
251,,,0.11171171171171171,
252,,,0.13774597495527727,
253,,,0.12920353982300886,
254,,,0.10973451327433628,
255,,,0.10973451327433628,
256,,,0.08228980322003578,
257,,,0.10576923076923077,
258,,,0.12920353982300886,
259,,,0.1592920353982301,
260,,,0.15221238938053097,
261,,,0.10746812386156648,
262,,,0.11270125223613596,
263,,,0.11270125223613596,
264,,,0.14537444933920704,
265,,,0.13359528487229863,
266,,,0.1433628318584071,
267,,,0.1588089330024814,
268,,,0.1504424778761062,
269,,,0.16106194690265488,
270,,,0.1592920353982301,
271,,,0.14713896457765668,
272,,,0.15198237885462554,
273,,,0.15841584158415842,
274,,,0.16519823788546256,
275,,,0.16991150442477876,
276,,,0.1311881188118812,
277,,,0.1168141592920354,
278,,,0.13805309734513274,
279,,,0.10265486725663717,
280,,,0.13451327433628318,
281,,,0.13982300884955753,
282,,,0.13805309734513274,
283,,,0.09911504424778761,
284,,,0.13805309734513274,
285,,,0.13805309734513274,
286,,,0.09070796460176991,
287,,,0.12035398230088495,
288,,,0.1415929203539823,
289,,,0.1415929203539823,
290,,,0.10810810810810811,
291,,,0.19856887298747763,
292,,,0.1592128801431127,
293,,,0.1592128801431127,
294,,,0.16457960644007155,
295,,,0.1762820512820513,
296,,,0.19856887298747763,
297,,,0.122040072859745,
298,,,0.07155635062611806,
299,,,0.07155635062611806,
300,,,0.08149779735682819,
301,,,0.10019646365422397,
302,,,0.1735241502683363,
303,,,0.18114143920595532,
304,,,0.18246869409660108,
305,,,0.09838998211091235,
306,,,0.12880143112701253,
307,,,0.12555066079295155,
308,,,0.10912343470483005,
309,,,0.16831683168316833,
310,,,0.13416815742397137,
311,,,0.10912343470483005,
312,,,0.1556350626118068,
313,,,0.1556350626118068,
314,,,0.18962432915921287,
315,,,0.18425760286225404,
316,,,0.16815742397137745,
317,,,0.1001788908765653,
318,,,0.1413237924865832,
319,,,0.09513274336283185,
320,,,0.14311270125223613,
321,,,0.10196779964221825,
322,,,0.18783542039355994,
323,,,0.12972972972972974,
324,,,0.11314984709480122,
325,,,0.11314984709480122,
326,,,0.1252236135957066,
327,,,0.18960244648318042,
328,,,0.18501529051987767,
329,,,0.14389799635701275,
330,,,0.17889087656529518,
331,,,0.17889087656529518,
332,,,0.17400881057268722,
333,,,0.1925343811394892,
334,,,0.1804635761589404,
335,,,0.19602977667493796,
336,,,0.16819571865443425,
337,,,0.17876106194690267,
338,,,0.18042813455657492,
339,,,0.17438692098092642,
340,,,0.1894273127753304,
341,,,0.2079207920792079,
342,,,0.18502202643171806,
343,,,0.18230088495575222,
344,,,0.1905940594059406,
345,,,0.15137614678899083,
346,,,0.15902140672782875,
347,,,0.13608562691131498,
348,,,0.13302752293577982,
349,,,0.16666666666666666,
350,,,0.14220183486238533,
351,,,0.09785932721712538,
352,,,0.15590551181102363,
353,,,0.17713365539452497,
354,,,0.09513274336283185,
355,,,0.15902140672782875,
356,,,0.1651376146788991,
357,,,0.16819571865443425,
358,,,0.16036036036036036,
359,,,0.11627906976744186,
360,,,0.09615384615384616,
361,,,0.11314984709480122,
362,,,0.14678899082568808,
363,,,0.14220183486238533,
364,,,0.12021857923497267,
365,,,0.15026833631484796,
366,,,0.15026833631484796,
367,,,0.13876651982378854,
368,,,0.1650294695481336,
369,,,0.1490066225165563,
370,,,0.14640198511166252,
371,,,0.14220183486238533,
372,,,0.15221238938053097,
373,,,0.16055045871559634,
374,,,0.1335149863760218,
375,,,0.14537444933920704,
376,,,0.15841584158415842,
377,,,0.16079295154185022,
378,,,0.15752212389380532,
379,,,0.16831683168316833,
380,,,0.11009174311926606,
381,,,0.1345565749235474,
382,,,0.10703363914373089,
383,,,0.11314984709480122,
384,,,0.1529051987767584,
385,,,0.13149847094801223,
386,,,0.0871559633027523,
387,,,0.14330708661417324,
388,,,0.1497584541062802,
389,,,0.09734513274336283,
390,,,0.12385321100917432,
391,,,0.1345565749235474,
392,,,0.154434250764526,
393,,,0.12432432432432433,
394,,,0.11627906976744186,
395,,,0.09615384615384616,
396,,,0.11314984709480122,
397,,,0.14678899082568808,
398,,,0.14220183486238533,
399,,,0.12021857923497267,
400,,,0.15026833631484796,
401,,,0.15026833631484796,
402,,,0.13876651982378854,
403,,,0.1650294695481336,
404,,,0.1490066225165563,
405,,,0.14640198511166252,
406,,,0.14220183486238533,
407,,,0.15221238938053097,
408,,,0.16055045871559634,
409,,,0.1335149863760218,
410,,,0.14537444933920704,
411,,,0.15841584158415842,
412,,,0.16079295154185022,
413,,,0.15752212389380532,
414,,,0.16831683168316833,
415,,,0.11009174311926606,
416,,,0.1345565749235474,
417,,,0.10703363914373089,
418,,,0.11314984709480122,
419,,,0.1529051987767584,
420,,,0.13149847094801223,
421,,,0.0871559633027523,
422,,,0.14330708661417324,
423,,,0.1497584541062802,
424,,,0.09734513274336283,
425,,,0.12385321100917432,
426,,,0.1345565749235474,
427,,,0.154434250764526,
428,,,0.12432432432432433,
429,,,0.11217948717948718,
430,,,0.1252236135957066,
431,,,0.148479427549195,
432,,,0.1449016100178891,
433,,,0.09836065573770492,
434,,,0.14311270125223613,
435,,,0.14311270125223613,
436,,,0.14537444933920704,
437,,,0.15913555992141454,
438,,,0.1449016100178891,
439,,,0.16129032258064516,
440,,,0.148479427549195,
441,,,0.13774597495527727,
442,,,0.16279069767441862,
443,,,0.14168937329700274,
444,,,0.14096916299559473,
445,,,0.1608910891089109,
446,,,0.16079295154185022,
447,,,0.13953488372093023,
448,,,0.1485148514851485,
449,,,0.11270125223613596,
450,,,0.14311270125223613,
451,,,0.08944543828264759,
452,,,0.11985688729874776,
453,,,0.14669051878354203,
454,,,0.11985688729874776,
455,,,0.09123434704830054,
456,,,0.14311270125223613,
457,,,0.1252236135957066,
458,,,0.10619469026548672,
459,,,0.13237924865831843,
460,,,0.14311270125223613,
461,,,0.148479427549195,
462,,,0.10810810810810811,
463,,,0.1794871794871795,
464,,,0.1762820512820513,
465,,,0.1282051282051282,
466,,,0.16025641025641027,
467,,,0.16025641025641027,
468,,,0.15705128205128205,
469,,,0.16666666666666666,
470,,,0.15705128205128205,
471,,,0.15064102564102563,
472,,,0.16025641025641027,
473,,,0.1794871794871795,
474,,,0.1794871794871795,
475,,,0.11538461538461539,
476,,,0.17307692307692307,
477,,,0.16025641025641027,
478,,,0.1762820512820513,
479,,,0.1762820512820513,
480,,,0.15384615384615385,
481,,,0.1282051282051282,
482,,,0.14102564102564102,
483,,,0.11538461538461539,
484,,,0.12179487179487179,
485,,,0.15384615384615385,
486,,,0.12179487179487179,
487,,,0.09294871794871795,
488,,,0.15705128205128205,
489,,,0.13141025641025642,
490,,,0.08653846153846154,
491,,,0.12179487179487179,
492,,,0.15384615384615385,
493,,,0.15705128205128205,
494,,,0.08653846153846154,
495,,,0.18960244648318042,
496,,,0.18501529051987767,
497,,,0.14389799635701275,
498,,,0.17889087656529518,
499,,,0.17889087656529518,
500,,,0.17400881057268722,
501,,,0.1925343811394892,
502,,,0.1804635761589404,
503,,,0.19602977667493796,
504,,,0.16819571865443425,
505,,,0.17876106194690267,
506,,,0.18042813455657492,
507,,,0.17438692098092642,
508,,,0.1894273127753304,
509,,,0.2079207920792079,
510,,,0.18502202643171806,
511,,,0.18230088495575222,
512,,,0.1905940594059406,
513,,,0.15137614678899083,
514,,,0.15902140672782875,
515,,,0.13608562691131498,
516,,,0.13302752293577982,
517,,,0.16666666666666666,
518,,,0.14220183486238533,
519,,,0.09785932721712538,
520,,,0.15590551181102363,
521,,,0.17713365539452497,
522,,,0.09513274336283185,
523,,,0.15902140672782875,
524,,,0.1651376146788991,
525,,,0.16819571865443425,
526,,,0.16036036036036036,
527,,,0.1366120218579235,
528,,,0.06976744186046512,
529,,,0.06976744186046512,
530,,,0.08149779735682819,
531,,,0.09430255402750491,
532,,,0.16225165562913907,
533,,,0.18114143920595532,
534,,,0.1559633027522936,
535,,,0.10265486725663717,
536,,,0.11314984709480122,
537,,,0.11233480176211454,
538,,,0.11150442477876106,
539,,,0.1782178217821782,
540,,,0.12385321100917432,
541,,,0.09785932721712538,
542,,,0.14220183486238533,
543,,,0.14984709480122324,
544,,,0.1743119266055046,
545,,,0.1743119266055046,
546,,,0.1620795107033639,
547,,,0.09448818897637795,
548,,,0.16747181964573268,
549,,,0.10619469026548672,
550,,,0.1345565749235474,
551,,,0.0963302752293578,
552,,,0.17584097859327216,
553,,,0.14054054054054055,
554,,,0.13296903460837886,
555,,,0.06618962432915922,
556,,,0.06618962432915922,
557,,,0.07268722466960352,
558,,,0.08644400785854617,
559,,,0.15728476821192053,
560,,,0.17369727047146402,
561,,,0.15137614678899083,
562,,,0.10088495575221239,
563,,,0.11162079510703364,
564,,,0.10792951541850221,
565,,,0.1079646017699115,
566,,,0.1707920792079208,
567,,,0.11926605504587157,
568,,,0.09327217125382263,
569,,,0.13608562691131498,
570,,,0.14678899082568808,
571,,,0.16972477064220184,
572,,,0.16819571865443425,
573,,,0.15902140672782875,
574,,,0.08818897637795275,
575,,,0.1610305958132045,
576,,,0.10619469026548672,
577,,,0.12996941896024464,
578,,,0.09174311926605505,
579,,,0.1712538226299694,
580,,,0.13693693693693693,
581,,,0.12750455373406194,
582,,,0.12750455373406194,
583,,,0.10352422907488987,
584,,,0.12966601178781925,
585,,,0.1384335154826958,
586,,,0.10918114143920596,
587,,,0.14207650273224043,
588,,,0.12568306010928962,
589,,,0.151183970856102,
590,,,0.10354223433242507,
591,,,0.10572687224669604,
592,,,0.11138613861386139,
593,,,0.12334801762114538,
594,,,0.12932604735883424,
595,,,0.14108910891089108,
596,,,0.13479052823315119,
597,,,0.14754098360655737,
598,,,0.11657559198542805,
599,,,0.1366120218579235,
600,,,0.15300546448087432,
601,,,0.14754098360655737,
602,,,0.12932604735883424,
603,,,0.14389799635701275,
604,,,0.16393442622950818,
605,,,0.1261061946902655,
606,,,0.13479052823315119,
607,,,0.14025500910746813,
608,,,0.15300546448087432,
609,,,0.12750455373406194,
610,,,0.05947136563876652,
611,,,0.0962671905697446,
612,,,0.15384615384615385,
613,,,0.1513647642679901,
614,,,0.1592128801431127,
615,,,0.06618962432915922,
616,,,0.09660107334525939,
617,,,0.05722070844686648,
618,,,0.06167400881057269,
619,,,0.06435643564356436,
620,,,0.07709251101321586,
621,,,0.06976744186046512,
622,,,0.1485148514851485,
623,,,0.11627906976744186,
624,,,0.09123434704830054,
625,,,0.13237924865831843,
626,,,0.13059033989266547,
627,,,0.18246869409660108,
628,,,0.16457960644007155,
629,,,0.14669051878354203,
630,,,0.09481216457960644,
631,,,0.13416815742397137,
632,,,0.09955752212389381,
633,,,0.13237924865831843,
634,,,0.08586762075134168,
635,,,0.18425760286225404,
636,,,0.11891891891891893,
637,,,0.05947136563876652,
638,,,0.0962671905697446,
639,,,0.15384615384615385,
640,,,0.1513647642679901,
641,,,0.1592128801431127,
642,,,0.06618962432915922,
643,,,0.09660107334525939,
644,,,0.05722070844686648,
645,,,0.06167400881057269,
646,,,0.06435643564356436,
647,,,0.07709251101321586,
648,,,0.06976744186046512,
649,,,0.1485148514851485,
650,,,0.11627906976744186,
651,,,0.09123434704830054,
652,,,0.13237924865831843,
653,,,0.13059033989266547,
654,,,0.18246869409660108,
655,,,0.16457960644007155,
656,,,0.14669051878354203,
657,,,0.09481216457960644,
658,,,0.13416815742397137,
659,,,0.09955752212389381,
660,,,0.13237924865831843,
661,,,0.08586762075134168,
662,,,0.18425760286225404,
663,,,0.11891891891891893,
664,,,0.06828193832599119,
665,,,0.15638766519823788,
666,,,0.17121588089330025,
667,,,0.16079295154185022,
668,,,0.08149779735682819,
669,,,0.08149779735682819,
670,,,0.07629427792915532,
671,,,0.07268722466960352,
672,,,0.07425742574257425,
673,,,0.0881057268722467,
674,,,0.0881057268722467,
675,,,0.15841584158415842,
676,,,0.11894273127753303,
677,,,0.07268722466960352,
678,,,0.11894273127753303,
679,,,0.1299559471365639,
680,,,0.16519823788546256,
681,,,0.16079295154185022,
682,,,0.15418502202643172,
683,,,0.08370044052863436,
684,,,0.13656387665198239,
685,,,0.06637168141592921,
686,,,0.1343612334801762,
687,,,0.07048458149779736,
688,,,0.16740088105726872,
689,,,0.10572687224669604,
690,,,0.16895874263261296,
691,,,0.1588089330024814,
692,,,0.16895874263261296,
693,,,0.07465618860510806,
694,,,0.10609037328094302,
695,,,0.07901907356948229,
696,,,0.07709251101321586,
697,,,0.09158415841584158,
698,,,0.08370044052863436,
699,,,0.08055009823182711,
700,,,0.16584158415841585,
701,,,0.137524557956778,
702,,,0.09823182711198428,
703,,,0.15324165029469547,
704,,,0.16306483300589392,
705,,,0.1650294695481336,
706,,,0.17288801571709234,
707,,,0.15913555992141454,
708,,,0.0825147347740668,
709,,,0.16110019646365423,
710,,,0.07964601769911504,
711,,,0.14931237721021612,
712,,,0.10412573673870335,
713,,,0.16699410609037327,
714,,,0.11787819253438114,
715,,,0.1415929203539823,
716,,,0.15397350993377484,
717,,,0.14168937329700274,
718,,,0.15859030837004406,
719,,,0.18316831683168316,
720,,,0.16079295154185022,
721,,,0.1504424778761062,
722,,,0.16336633663366337,
723,,,0.15728476821192053,
724,,,0.16390728476821192,
725,,,0.1490066225165563,
726,,,0.173841059602649,
727,,,0.17052980132450332,
728,,,0.173841059602649,
729,,,0.16390728476821192,
730,,,0.14403973509933773,
731,,,0.1870860927152318,
732,,,0.1172566371681416,
733,,,0.14403973509933773,
734,,,0.14735099337748345,
735,,,0.17218543046357615,
736,,,0.13513513513513514,
737,,,0.16377171215880892,
738,,,0.16377171215880892,
739,,,0.13896457765667575,
740,,,0.17369727047146402,
741,,,0.17866004962779156,
742,,,0.17369727047146402,
743,,,0.17369727047146402,
744,,,0.16129032258064516,
745,,,0.15384615384615385,
746,,,0.17369727047146402,
747,,,0.15632754342431762,
748,,,0.1761786600496278,
749,,,0.1687344913151365,
750,,,0.18114143920595532,
751,,,0.1687344913151365,
752,,,0.16129032258064516,
753,,,0.1662531017369727,
754,,,0.09429280397022333,
755,,,0.13647642679900746,
756,,,0.15384615384615385,
757,,,0.17121588089330025,
758,,,0.10918114143920596,
759,,,0.1433628318584071,
760,,,0.1437308868501529,
761,,,0.1553133514986376,
762,,,0.16740088105726872,
763,,,0.18316831683168316,
764,,,0.16299559471365638,
765,,,0.15221238938053097,
766,,,0.16336633663366337,
767,,,0.1452599388379205,
768,,,0.15137614678899083,
769,,,0.14220183486238533,
770,,,0.1620795107033639,
771,,,0.16055045871559634,
772,,,0.1620795107033639,
773,,,0.1559633027522936,
774,,,0.14015748031496064,
775,,,0.18679549114331723,
776,,,0.12168141592920353,
777,,,0.1345565749235474,
778,,,0.13608562691131498,
779,,,0.1620795107033639,
780,,,0.13513513513513514,
781,,,0.09264305177111716,
782,,,0.09911894273127753,
783,,,0.11386138613861387,
784,,,0.037444933920704845,
785,,,0.03893805309734513,
786,,,0.16831683168316833,
787,,,0.13805309734513274,
788,,,0.08849557522123894,
789,,,0.15398230088495576,
790,,,0.1592920353982301,
791,,,0.16106194690265488,
792,,,0.18053097345132743,
793,,,0.15752212389380532,
794,,,0.08849557522123894,
795,,,0.15398230088495576,
796,,,0.09292035398230089,
797,,,0.13982300884955753,
798,,,0.08141592920353982,
799,,,0.16283185840707964,
800,,,0.12072072072072072,
801,,,0.09536784741144415,
802,,,0.09911894273127753,
803,,,0.11386138613861387,
804,,,0.037444933920704845,
805,,,0.04070796460176991,
806,,,0.16831683168316833,
807,,,0.1437308868501529,
808,,,0.09327217125382263,
809,,,0.15137614678899083,
810,,,0.15749235474006115,
811,,,0.16055045871559634,
812,,,0.1743119266055046,
813,,,0.1620795107033639,
814,,,0.09606299212598425,
815,,,0.16586151368760063,
816,,,0.09513274336283185,
817,,,0.14678899082568808,
818,,,0.09021406727828746,
819,,,0.1620795107033639,
820,,,0.15495495495495495,
821,,,0.10354223433242507,
822,,,0.10354223433242507,
823,,,0.14168937329700274,
824,,,0.1307901907356948,
825,,,0.08446866485013624,
826,,,0.13896457765667575,
827,,,0.14168937329700274,
828,,,0.17983651226158037,
829,,,0.16893732970027248,
830,,,0.14168937329700274,
831,,,0.08446866485013624,
832,,,0.12534059945504086,
833,,,0.051771117166212535,
834,,,0.14168937329700274,
835,,,0.07901907356948229,
836,,,0.18256130790190736,
837,,,0.11171662125340599,
838,,,0.10572687224669604,
839,,,0.10572687224669604,
840,,,0.1707920792079208,
841,,,0.1277533039647577,
842,,,0.0947136563876652,
843,,,0.13656387665198239,
844,,,0.14757709251101322,
845,,,0.17841409691629956,
846,,,0.1696035242290749,
847,,,0.15638766519823788,
848,,,0.08149779735682819,
849,,,0.1343612334801762,
850,,,0.07300884955752213,
851,,,0.14317180616740088,
852,,,0.08370044052863436,
853,,,0.18061674008810572,
854,,,0.11894273127753303,
855,,,0.12128712871287128,
856,,,0.12128712871287128,
857,,,0.16831683168316833,
858,,,0.14108910891089108,
859,,,0.09158415841584158,
860,,,0.15841584158415842,
861,,,0.15346534653465346,
862,,,0.19554455445544555,
863,,,0.1905940594059406,
864,,,0.16831683168316833,
865,,,0.09158415841584158,
866,,,0.14108910891089108,
867,,,0.06683168316831684,
868,,,0.1485148514851485,
869,,,0.0891089108910891,
870,,,0.19801980198019803,
871,,,0.12871287128712872,
872,,,0.1707920792079208,
873,,,0.13876651982378854,
874,,,0.09251101321585903,
875,,,0.14757709251101322,
876,,,0.14977973568281938,
877,,,0.16519823788546256,
878,,,0.1696035242290749,
879,,,0.15859030837004406,
880,,,0.09251101321585903,
881,,,0.14757709251101322,
882,,,0.07079646017699115,
883,,,0.15198237885462554,
884,,,0.09691629955947137,
885,,,0.16740088105726872,
886,,,0.11674008810572688,
887,,,0.1707920792079208,
888,,,0.1433628318584071,
889,,,0.09734513274336283,
890,,,0.15398230088495576,
891,,,0.15575221238938053,
892,,,0.17168141592920355,
893,,,0.17699115044247787,
894,,,0.1663716814159292,
895,,,0.09911504424778761,
896,,,0.16283185840707964,
897,,,0.08849557522123894,
898,,,0.15398230088495576,
899,,,0.09734513274336283,
900,,,0.17345132743362832,
901,,,0.12432432432432433,
902,,,0.1311881188118812,
903,,,0.15099009900990099,
904,,,0.14603960396039603,
905,,,0.14603960396039603,
906,,,0.16831683168316833,
907,,,0.16336633663366337,
908,,,0.15594059405940594,
909,,,0.15346534653465346,
910,,,0.054455445544554455,
911,,,0.09900990099009901,
912,,,0.1311881188118812,
913,,,0.16336633663366337,
914,,,0.16831683168316833,
915,,,0.09405940594059406,
916,,,0.12232415902140673,
917,,,0.11926605504587157,
918,,,0.12691131498470948,
919,,,0.14984709480122324,
920,,,0.13761467889908258,
921,,,0.12079510703363915,
922,,,0.13228346456692913,
923,,,0.15136876006441224,
924,,,0.11504424778761062,
925,,,0.0672782874617737,
926,,,0.11926605504587157,
927,,,0.15137614678899083,
928,,,0.08288288288288288,
929,,,0.13149847094801223,
930,,,0.13302752293577982,
931,,,0.15902140672782875,
932,,,0.1452599388379205,
933,,,0.1437308868501529,
934,,,0.09291338582677165,
935,,,0.1497584541062802,
936,,,0.07300884955752213,
937,,,0.1162079510703364,
938,,,0.07186544342507645,
939,,,0.16055045871559634,
940,,,0.10990990990990991,
941,,,0.11162079510703364,
942,,,0.1452599388379205,
943,,,0.12996941896024464,
944,,,0.10091743119266056,
945,,,0.13700787401574804,
946,,,0.13848631239935588,
947,,,0.1084070796460177,
948,,,0.13302752293577982,
949,,,0.12691131498470948,
950,,,0.14678899082568808,
951,,,0.13693693693693693,
952,,,0.1712538226299694,
953,,,0.1437308868501529,
954,,,0.12232415902140673,
955,,,0.14803149606299212,
956,,,0.15780998389694043,
957,,,0.11061946902654868,
958,,,0.14220183486238533,
959,,,0.14067278287461774,
960,,,0.172782874617737,
